	TF_1	TF_2	TF_3	TF_4	TF_5	TF_6	TF_7	TF_8	TF_9	TF_10	TF_11	TF_12	TF_13	TF_14	TF_15	TF_16	TF_17	TF_18	TF_19	TF_20	TF_21	TF_22	TF_23	TF_24	TF_25	TF_26	TF_27	TF_28	TF_29	TF_30	TF_31	TF_32	TF_33	TF_34	TF_35	TF_36	TF_37	TF_38	TF_39	TF_40	TF_41	TF_42	TF_43	TF_44	TF_45	TF_46	TF_47	TF_48	TF_49	TF_50
Cell_608	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	-1	0	0	1	0	1	1	1	-1	0	-1	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0
Cell_609	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
Cell_610	0	-1	1	1	0	0	1	0	0	0	0	0	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	1	0	-1	-1	0	0
Cell_612	0	0	0	0	0	1	0	0	1	-1	-1	0	0	1	0	0	0	0	0	0	-1	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	1	0	-1	0	0	0	0	0	0	-1	-1	0	-1
Cell_613	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_614	0	-1	0	0	1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	-1	-1	0	0	-1	0	-1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Cell_615	0	0	1	0	0	0	-1	0	0	-1	0	1	0	0	1	0	0	1	0	1	0	1	-1	0	0	0	0	-1	-1	0	0	1	0	0	0	-1	0	0	0	0	-1	0	1	0	0	1	0	-1	0	0
Cell_616	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	1	1	0	-1	0	1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	0	0	1	0	0	0	0
Cell_617	0	0	0	0	0	-1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_618	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	-1	0	1	0	1
Cell_619	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	-1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_620	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	1	0	1	-1
Cell_621	0	0	0	0	0	0	0	0	1	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	1	0	1	1	0	0	-1	0	0	0	0	0	0	1	-1	-1	0	0
Cell_622	0	0	1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	-1	1	0	-1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	-1	0	0	0
Cell_623	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	1	-1	0	0	0	0	0	0	1	0	-1	1	0	0	0	0	0	1	0	-1	0	0	0	-1
Cell_624	0	0	-1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	1	0	0	0	0	-1	0	0	0
Cell_625	0	0	1	-1	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	1	0	0	1	-1	-1	0	0
Cell_626	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	-1	0	-1	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Cell_627	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	-1	1	0	0	1	-1	0	0	0	0	-1	0	1
Cell_628	0	0	0	0	0	-1	0	1	0	0	1	0	0	0	0	0	0	-1	0	0	1	1	1	-1	0	0	-1	1	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_629	0	0	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	1	1	-1	0	0	1	0	0	0	0	-1	-1	1	0
Cell_630	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	1	0	0	-1	1	0	-1	0	0	-1	-1	0	0	1	-1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_631	0	0	1	1	0	0	0	0	0	0	0	1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	1	0	1	0	-1	0	-1	0	0	0	0	-1	0	1	0	0	1	0	-1	-1	1
Cell_632	1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	-1	0	1
Cell_633	0	0	0	0	0	0	1	0	1	0	-1	0	-1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0
Cell_634	0	0	1	0	0	-1	0	-1	1	0	0	0	0	0	-1	1	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	1	0	0	1	0	-1	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_635	0	0	0	0	1	-1	1	0	-1	1	0	-1	-1	0	1	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	0	1	0	0	-1
Cell_636	0	0	1	0	0	0	0	-1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	1	-1	-1	0	0	0	0	0	1	0	0	0	0	-1	-1	0
Cell_637	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	-1	0	1	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Cell_638	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	-1	0	1
Cell_639	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	-1	-1	-1	0	0	0	-1	0	0	0	1	1	0	0	-1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
Cell_640	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	1	1	-1	0	0	0	-1	0	-1	-1	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_641	-1	0	0	0	0	1	1	0	0	1	0	0	1	0	-1	0	0	0	0	1	1	0	-1	0	0	-1	-1	-1	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	1	0	0	1	0	-1	-1	0
Cell_642	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	1	-1	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_643	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	-1	0	0	-1	0	0	1	0	0	0	0	-1	-1	0	0	1	1	0	0	1	0	0	0	0	1
Cell_644	1	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0
Cell_645	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	-1	0	0	1	1	0	0	0	-1	0	0	1	0	0	0	1	-1	0	1	0	-1	0	0
Cell_646	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	-1	1	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_647	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	0	1	0	0	-1	1	0	0	0	0	1	1	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	0
Cell_648	1	0	1	0	0	0	0	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	0	1	0	0	-1	-1	-1	0	0	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0
Cell_649	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	-1	0	0	1	-1	0	-1	-1	1	0	0	0	0	0	0	0	0	0	1	0	-1	1	0	1	1	0	0	1	0	1	0	0	1
Cell_650	0	0	0	0	0	-1	0	1	0	1	0	0	0	1	1	1	1	-1	0	0	0	-1	0	1	-1	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	-1	0	0	0	0
Cell_651	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	1	0	0	0	1	1	1	0	0	0	0	-1	0	0	1	0	-1	0	0	0
Cell_652	0	0	1	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_653	0	0	0	0	0	-1	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	1	0	1	-1	0	0	-1	0	0	-1	0	0	0	1	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	1
Cell_654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	-1	0	1	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_655	-1	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_656	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	-1	0	0	0	0	0	0	1	1	0	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	0
Cell_657	0	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	-1	1	0	0	1	-1	0	0	0	1	0	1	0	-1	0	0	1	0	0	0	1	0	0	1	0	-1	-1	0
Cell_658	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	0	-1	0
Cell_659	0	1	0	0	0	0	1	0	0	0	1	0	-1	0	0	1	0	-1	0	0	0	0	-1	1	0	0	1	0	0	0	0	0	0	1	1	-1	0	1	0	0	1	0	0	1	0	0	0	0	0	-1
Cell_660	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	1	0	0	1	-1	0	0	1	0	0	0	1
Cell_661	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1
Cell_662	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	1	1	0	0	0	-1	0	0	0	1	0	0	1	0	1	1	0	-1	0	0
Cell_663	0	0	0	1	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	-1	1	1	-1	0	0	0	1	-1	0	0	0	0	-1
Cell_664	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	-1	0	0	0	1	0	-1	0	0	0	1	-1	1	0	0	0	0	0	0	0	1
Cell_665	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	-1	0	-1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	-1	-1	0	0
Cell_666	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_667	0	0	0	0	1	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	-1	0	0	0	0	-1	0	1	1	0	0	-1	0	0	1	0	0	0	0	0	-1	0	0
Cell_668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	-1	0	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	1	0	0	1
Cell_670	0	0	0	-1	-1	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_671	1	0	0	0	0	-1	1	0	0	0	0	1	0	0	0	1	1	-1	0	-1	0	-1	0	1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_672	-1	0	1	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_673	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	-1	0	0	0	0	-1	0	-1	1	0	0	0	0	-1	0	0	0	0	0	1	1	0	0	1	0	-1	0	0
Cell_674	0	0	0	1	0	0	1	1	0	0	0	0	-1	-1	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	-1	0	1	0	-1
Cell_675	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	0	1	0	1	0	0	1	0	0	1	0
Cell_676	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	1	0	0	0	1	1	0	0	0	0	-1	0	1
Cell_677	0	0	1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	0	-1	0	0	0	-1	0	0	1	1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0
Cell_678	0	0	1	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	0	1	1	-1	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	1	0	0	0	-1
Cell_679	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	-1	-1	0	0	0	1	1	-1	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_680	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	-1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	1	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_681	0	0	1	0	0	-1	-1	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	1	1	0	-1	0	0
Cell_682	0	0	0	0	-1	0	1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	-1
Cell_683	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	-1	1	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0
Cell_684	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	-1	1	1	-1	0	1	0	0	0	0	0
Cell_685	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	1	1	0	0	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	1	0	0	1	-1	-1	0	0	-1	1	0	0	0	0	0	-1
Cell_686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	1	1	1	0	0	1	-1	0	0	0	0
Cell_687	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	-1	-1	0	0
Cell_688	0	1	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	1	0	1	0	1	0	0	-1	0	-1	0	0	0	0	1	1	0	-1	0	1	0	-1	0	-1	0	0	-1	0	0	0
Cell_689	0	0	1	0	0	0	0	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	1	0	0	0	-1	1	1	0	0	0	0	1	0	0	0	0	1	-1	-1	0	0
Cell_690	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	1	0	0	0	1	0	-1	1	0	0	0	0
Cell_691	0	1	1	0	-1	-1	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	1	0	0	1	1	-1	0	-1	0
Cell_692	0	0	1	0	-1	-1	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	1	0	-1	1	0	-1	0	0
Cell_693	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_694	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
Cell_695	0	-1	1	0	0	1	1	0	0	0	0	0	-1	0	1	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	1	0	1	0	0	0	0	0	-1
Cell_696	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	-1	0	-1	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	-1	0	0	0	0	-1	0	1
Cell_697	0	0	1	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	1	0	-1	0	0	0	1	0	1	0	-1	0	0	0	0	0	0	1	0	1	1	0	-1	0	0
Cell_698	-1	0	0	-1	0	0	0	-1	1	0	-1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	-1	0	0	0	0	-1	0	1	1	0	0	0	0	0	1	0	0	0	0	-1	0	1	0
Cell_699	0	0	0	0	0	0	1	1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	-1	0	0	0	1	0	0	-1	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1
Cell_700	0	0	1	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	-1	0	0	0	1	0	0	1	0	1	1	1	-1	0	0	0	1	0	0	0	0	0	-1
Cell_701	0	0	0	0	0	0	0	0	1	0	-1	0	-1	0	0	0	0	0	0	1	1	0	1	-1	1	0	0	-1	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_702	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	-1	0	1	-1	0	-1	0	0	0	1	0	0	-1	-1	0	0	0	0	-1	0	1	0	0	1	0	-1	0	0
Cell_703	0	0	-1	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	1	1	-1	1	0	0	1	-1	-1	0	0	0	0	0	0	1	0	0	-1
Cell_704	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	0	0	0	1	0	1	-1	0	0	-1
Cell_705	0	-1	0	0	0	0	1	0	0	0	0	-1	-1	0	1	0	0	1	0	0	0	0	-1	1	0	1	1	-1	0	1	0	0	0	0	1	1	0	0	0	-1	0	0	0	1	0	0	0	-1	1	-1
Cell_706	0	0	0	0	0	0	0	1	1	0	-1	-1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0
Cell_707	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	-1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	-1	0	0	0	0	-1
Cell_708	-1	-1	0	0	0	0	0	0	1	0	-1	0	0	1	-1	0	0	0	0	-1	0	0	0	0	1	0	0	-1	0	0	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	0
Cell_709	0	0	0	-1	0	0	0	0	1	0	-1	-1	1	-1	0	0	0	0	0	0	0	-1	1	0	1	1	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1
Cell_710	0	-1	0	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	0	-1	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0
Cell_711	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	-1	1	0	1	0	0	1	0	-1	0	0
Cell_712	0	1	0	0	0	-1	0	0	1	0	-1	0	1	-1	0	0	0	0	-1	1	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	-1	-1	1	0
Cell_713	0	0	1	1	0	1	-1	0	-1	0	1	1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	-1	0	0
Cell_714	0	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	1	1	1	0	0	1	0	-1	0	0
Cell_715	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	0	-1	0	0	1	1	0	0	0	0	1	0	0	0
Cell_716	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	-1	0	0
Cell_717	0	0	0	0	-1	0	-1	0	1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	1	0	1	1	0	-1	0	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_718	0	1	0	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0
Cell_719	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	-1	0	1
Cell_720	0	0	-1	0	0	0	0	0	1	-1	-1	0	0	0	0	1	-1	0	1	0	0	0	1	0	1	0	0	-1	-1	0	0	0	0	1	1	1	-1	0	0	1	0	0	0	0	0	0	0	-1	1	0
Cell_721	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	-1	0	0	1	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	-1
Cell_722	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-1	1	0	0	0	0	0
Cell_723	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1	1	-1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_724	0	0	0	0	0	0	1	0	0	0	-1	-1	0	-1	0	0	-1	0	0	1	1	0	-1	0	0	-1	1	-1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	-1	1	0	0	0	0	0	-1
Cell_725	0	0	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	1	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_726	0	0	0	0	0	0	1	0	0	1	1	-1	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	0	1	1	0	1	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_727	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	-1	0	1	0	0	-1	0	0	1	1	0	0	0	-1	0	0	0	0	0	-1	1	0	-1	1	0	-1	0	0
Cell_728	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	-1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	-1	0	-1	0	-1	-1
Cell_729	0	0	0	0	-1	0	0	0	1	0	-1	0	0	-1	0	-1	0	1	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0
