	TF_1	TF_2	TF_3	TF_4	TF_5	TF_6	TF_7	TF_8	TF_9	TF_10	TF_11	TF_12	TF_13	TF_14	TF_15	TF_16	TF_17	TF_18	TF_19	TF_20	TF_21	TF_22	TF_23	TF_24	TF_25	TF_26	TF_27	TF_28	TF_29	TF_30	TF_31	TF_32	TF_33	TF_34	TF_35	TF_36	TF_37	TF_38	TF_39	TF_40	TF_41	TF_42	TF_43	TF_44	TF_45	TF_46	TF_47	TF_48	TF_49	TF_50	TF_51	TF_52	TF_53	TF_54	TF_55	TF_56	TF_57	TF_58	TF_59	TF_60	TF_61	TF_62	TF_63	TF_64	TF_65	TF_66	TF_67	TF_68	TF_69	TF_70	TF_71	TF_72	TF_73	TF_74	TF_75	TF_76	TF_77	TF_78	TF_79	TF_80	TF_81	TF_82	TF_83	TF_84	TF_85	TF_86	TF_87	TF_88	TF_89	TF_90	TF_91	TF_92	TF_93	TF_94	TF_95	TF_96	TF_97	TF_98	TF_99	TF_100
Cell_271	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	1	0	0	0	1	1	-1	-1	0	0	0	0	0	0	0	0	0
Cell_272	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	-1	1	0	0	0	0	0	1	0	0	1	0	1	-1	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0
Cell_273	0	-1	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	1	0	0	0	0	1	0	-1	0	-1	1	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Cell_274	0	0	0	0	1	-1	0	1	0	-1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Cell_275	0	1	0	0	-1	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cell_276	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	-1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0
Cell_277	-1	0	0	-1	0	1	0	-1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cell_278	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	1	0	-1	1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cell_279	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	1	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	-1	0	1	0	0	0	0	-1	0	0	0	-1	0	0	0
Cell_280	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	-1	0	0	-1	0	1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Cell_281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	1	0	0	0	1	0	0	-1	0	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	0	1	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0
Cell_282	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0
Cell_283	-1	0	0	1	0	0	0	-1	0	0	0	1	0	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	-1	0	1	1	0	0	0	0	0	0	0	0
Cell_284	0	1	0	-1	0	0	0	0	1	-1	-1	0	0	0	0	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	-1	0	0	1	0	0	0	0	0	0	-1	-1	0	0	0	1	1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0
Cell_285	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-1	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	1	0	-1	0	0	0	1	0
Cell_286	0	0	0	0	1	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	0	-1	1	0	0	0	1	-1	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
Cell_287	1	-1	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	1	-1	0	0	0	1	-1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cell_288	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	-1	1	0	0	0	-1	-1	0	0	0	0	0
Cell_289	0	-1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	-1	0	-1	-1	-1	-1	0	1	0	0	0	-1	-1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-1	0
Cell_290	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	-1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cell_291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	-1	0	0	1	0	0	0	0	0	0	0	-1	1	0	0	0
Cell_292	0	0	-1	0	0	0	0	0	1	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Cell_293	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	1	-1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	1	-1	1	0	1	0	0	0	0
Cell_294	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0
Cell_295	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	1	-1	0	-1	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0
Cell_296	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0
Cell_297	0	0	0	-1	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	1	-1	1	0	0	0
Cell_298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	1	-1	0	1	0	-1	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
Cell_299	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	-1	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	0	-1
Cell_300	0	0	0	0	0	1	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	-1	1	0	0	0	0	0	1	0	0	-1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	-1	0	1	0	0	-1	0	1	0	0	0	0	-1	0	0	0	-1	0	1	1	0	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
Cell_301	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	-1	1	1	-1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	-1	0	0	-1	0	0	0
Cell_302	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	-1	0	1	-1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	1	0	0	0	0	0	-1	0	0	0	0	-1	-1	0
Cell_303	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	-1	0	-1	0	0	0	0	0	-1
Cell_304	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	1	1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	1	-1	1	0	0
Cell_305	0	0	0	-1	0	0	1	-1	0	-1	0	0	1	0	0	0	0	0	1	-1	0	-1	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0
Cell_306	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0
Cell_307	1	0	0	0	0	-1	0	-1	0	1	-1	-1	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	1	1	0	-1	0	0	1	-1	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0
Cell_308	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	1	0	0	-1	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cell_309	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	1	0	0	0	-1	0	0	0	0	0	-1	0	0	1	0	-1	0	1	0	0	0	1	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	-1	0	0	1	0	0	0	0	0	1	0	-1	0	0	0	0
Cell_310	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	-1	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	1	0	0	0	0	-1	0	-1	0	0	1	0	-1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
Cell_311	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	-1	-1	0	0	0	0	0	-1	0	-1	1	-1	0	0	0	0	0	0	1	-1	0	1	0	0	1	0	0	-1	1	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	-1	1	0	-1	0	0	0	0	0	-1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0
Cell_312	0	0	0	0	-1	0	-1	1	-1	1	0	0	0	0	0	-1	0	1	0	0	0	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	-1	1	0	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0
Cell_313	0	0	0	0	0	1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cell_314	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	-1	0	0	0	1	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	-1
Cell_315	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	0
Cell_316	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	-1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	1	0
Cell_317	0	1	-1	0	0	0	1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0
Cell_318	0	0	0	1	0	-1	0	0	1	0	0	0	0	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	-1	0	0	1	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	1	-1	0	0
Cell_319	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	-1	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	1	0	0	0	1	-1	0	0	1	0	0	0	0	-1	0	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0
Cell_320	0	-1	0	0	0	-1	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0
Cell_321	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0
Cell_322	-1	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	0	1	-1	0	-1	0	0	0	-1	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0
Cell_323	-1	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	0	0	1	-1	0	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	1	0	0	0	1	0	0	0	0
Cell_324	1	1	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	1	0	0	0	1	0	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	1	0	0
Cell_325	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	-1	1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0
Cell_326	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	1	0	0	0	1	0	-1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-1	0	0	0	0
Cell_327	0	0	0	0	0	1	-1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	-1	0	0	0	0	1	0	0	0	-1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0
Cell_328	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Cell_329	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
Cell_330	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	0	1	-1	0	0	0	-1	0	1	0	0	0	0	1	1	0	-1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
Cell_331	1	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	1	0	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	-1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	-1
Cell_332	0	0	0	0	0	0	1	0	-1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	-1	0	0
